ac_name,ac_no,type,district,winning_cand,party,totelectors,totvotes,poll_percentage,margin,winning_percentage,
Sholavandan,190,SC,Madurai,Venkatesan A,Dravida Munetra Kazhagam,"2,12,801","1,74,400",82.00%,17045,9.80%,
Madurai North,191,GEN,Madurai,Thalapathi G,Dravida Munetra Kazhagam,"2,36,352","1,54,992",65.60%,22916,14.80%,
Madurai South,192,GEN,Madurai,Boominathan.M,Dravida Munetra Kazhagam,"2,25,393","1,46,282",64.90%,6515,4.50%,
Madurai Central,193,GEN,Madurai,Palanivel Thiaga Rajan,Dravida Munetra Kazhagam,"2,36,127","1,47,989",62.70%,34176,23.10%,
Madurai West,194,GEN,Madurai,Raju. K,All India Anna Dravida Munnetra Kazhagam,"2,94,018","1,99,920",68.00%,9121,4.60%,
Thiruparankundram,195,GEN,Madurai,"Rajanchellappa, V.V.",All India Anna Dravida Munnetra Kazhagam,"3,04,719","2,33,776",76.70%,29489,12.60%,
Thirumangalam,196,GEN,Madurai,Udhayakumar R B,All India Anna Dravida Munnetra Kazhagam,"2,68,427","2,19,524",81.80%,14087,6.40%,
Usilampatti,197,GEN,Madurai,Ayyappan P,All India Anna Dravida Munnetra Kazhagam,"2,74,840","2,11,481",76.90%,7477,3.50%,
Andipatti,198,GEN,Theni,A.Maharajan,Dravida Munetra Kazhagam,"2,64,498","2,08,207",78.70%,8538,4.10%,
Periyakulam,199,SC,Theni,K.S.Saravanakumaar,Dravida Munetra Kazhagam,"2,69,420","1,99,349",74.00%,21321,10.70%,
Bodinayakanur,200,GEN,Theni,O.Panneerselvam,All India Anna Dravida Munnetra Kazhagam,"2,65,296","2,13,392",80.40%,11021,5.20%,
Cumbum,201,GEN,Theni,N.Ramakrishnan,Dravida Munetra Kazhagam,"2,74,002","2,00,616",73.20%,42413,21.10%,
Rajapalayam,202,GEN,Virudhunagar,Thangapandian S.,Dravida Munetra Kazhagam,"2,30,033","1,76,833",76.90%,3898,2.20%,
Srivilliputhur,203,SC,Virudhunagar,"Manraj, E.M.",All India Anna Dravida Munnetra Kazhagam,"2,38,501","1,83,373",76.90%,12738,6.90%,
Sattur,204,GEN,Virudhunagar,"Raghuraman, A.R.R.",Dravida Munetra Kazhagam,"2,37,493","1,90,486",80.20%,11179,5.90%,
Sivakasi,205,GEN,Virudhunagar,Ashokan.G,Indian National Congress,"2,46,554","1,83,320",74.40%,17319,9.40%,
Virudhunagar,206,GEN,Virudhunagar,Seenivasan A.R.R,Dravida Munetra Kazhagam,"2,12,379","1,60,147",75.40%,21339,13.30%,
Aruppukkottai,207,GEN,Virudhunagar,K.K.S.S.R.Ramachandran,Dravida Munetra Kazhagam,"2,14,554","1,69,878",79.20%,39034,23.00%,
Tiruchuli,208,GEN,Virudhunagar,Thangam Thenarasu,Dravida Munetra Kazhagam,"2,13,068","1,72,071",80.80%,60992,35.40%,
Paramakudi,209,SC,Ramanathapuram,Murugesan S,Dravida Munetra Kazhagam,"2,47,151","1,80,900",73.20%,13285,7.30%,
Tiruvadanai,210,GEN,Ramanathapuram,Karumanickam,Indian National Congress,"2,79,531","2,01,047",71.90%,13852,6.90%,
Ramanathapuram,211,GEN,Ramanathapuram,Katharbatcha Muthuramalingam,Dravida Munetra Kazhagam,"2,93,684","2,13,345",72.60%,50479,23.70%,
Mudhukulathur,212,GEN,Ramanathapuram,R.S.Rajakannappan,Dravida Munetra Kazhagam,"3,03,458","2,20,690",72.70%,20721,9.40%,
Vilathikulam,213,GEN,Thoothukkudi,Markandayan V,Dravida Munetra Kazhagam,"2,09,256","1,66,133",79.40%,38549,23.20%,
Thoothukkudi,214,GEN,Thoothukkudi,P.Geetha Jeevan,Dravida Munetra Kazhagam,"2,79,188","1,86,838",66.90%,50310,26.90%,
Tiruchendur,215,GEN,Thoothukkudi,Anitha R. Radhakrishnan,Dravida Munetra Kazhagam,"2,34,874","1,73,485",73.90%,25263,14.60%,
Srivaikuntam,216,GEN,Thoothukkudi,Amirtharaj .S,Indian National Congress,"2,14,449","1,63,630",76.30%,17372,10.60%,
Ottapidaram,217,SC,Thoothukkudi,Shunmugaiah C,Dravida Munetra Kazhagam,"2,34,643","1,76,272",75.10%,8510,4.80%,
Kovilpatti,218,GEN,Thoothukkudi,Kadambur Raju,All India Anna Dravida Munnetra Kazhagam,"2,55,257","1,79,804",70.40%,12403,6.90%,
Sankarankovil,219,SC,Tirunelveli,Raja E,Dravida Munetra Kazhagam,"2,43,171","1,81,381",74.60%,5297,2.90%,
Vasudevanallur,220,SC,Tirunelveli,"Sadhan Thirumalaikumar, Doctor.T",Dravida Munetra Kazhagam,"2,29,421","1,73,710",75.70%,2367,1.40%,
Kadayanallur,221,GEN,Tirunelveli,C.Krishnamurali,All India Anna Dravida Munnetra Kazhagam,"2,75,470","2,04,318",74.20%,24349,11.90%,
Tenkasi,222,GEN,Tirunelveli,Palani Nadar.S,Indian National Congress,"2,75,643","2,12,949",77.30%,370,0.20%,
Alangulam,223,GEN,Tirunelveli,Paul Manoj Pandian,All India Anna Dravida Munnetra Kazhagam,"2,52,558","2,01,692",79.90%,3539,1.80%,
Tirunelveli,224,GEN,Tirunelveli,Nainar Nagenthran,Bharatiya Janta Party,"2,78,329","1,95,496",70.20%,23107,11.80%,
Ambasamudram,225,GEN,Tirunelveli,E.Subaya,All India Anna Dravida Munnetra Kazhagam,"2,42,456","1,76,008",72.60%,16915,9.60%,
Palayamkottai,226,GEN,Tirunelveli,Abdul Wahab .M,Dravida Munetra Kazhagam,"2,61,331","1,59,444",61.00%,52141,32.70%,
Nanguneri,227,GEN,Tirunelveli,Ruby R Manoharan,Indian National Congress,"2,56,674","1,90,985",74.40%,16486,8.60%,
Radhapuram,228,GEN,Tirunelveli,M.Appavu,Dravida Munetra Kazhagam,"2,56,384","1,86,407",72.70%,5925,3.20%,
Kanniyakumari,229,GEN,Kanniyakumari,Thalavai Sundaram N.,All India Anna Dravida Munnetra Kazhagam,"2,79,721","2,23,778",80.00%,16213,7.20%,
Nagercoil,230,GEN,Kanniyakumari,Gandhi M.R.,Bharatiya Janta Party,"2,54,201","1,83,255",72.10%,11669,6.40%,
Colachal,231,GEN,Kanniyakumari,Prince J.G.,Indian National Congress,"2,54,691","1,82,091",71.50%,24832,13.60%,
Padmanabhapuram,232,GEN,Kanniyakumari,"Mano Thangaraj, T.",Dravida Munetra Kazhagam,"2,27,967","1,69,120",74.20%,26885,15.90%,
Vilavancode,233,GEN,Kanniyakumari,Vijayadharani S,Indian National Congress,"2,42,916","1,67,054",68.80%,28669,17.20%,
Killiyoor,234,GEN,Kanniyakumari,Rajesh Kumar S,Indian National Congress,"2,41,595","1,69,164",70.00%,55400,32.70%,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
