ac_name,ac_no,type,winning_cand,party,totelectors,totvotes,poll_percentage,margin,winning_percentage,
Tenkasi,216,GEN,Karuppasamy Pandian.V,Dravida Munetra Kazhagam,"1,86,929","1,40,149",74.97,18658,13.30%,
Alangulam,217,GEN,Poongothai Aladiaruna,Dravida Munetra Kazhagam,"1,83,349","1,35,689",74.01,6845,5.00%,
Tirunelveli,218,GEN,Malai Raja N,Dravida Munetra Kazhagam,"1,98,312","1,42,918",72.07,606,0.40%,
Palayamcottai,219,GEN,Mohideen Khan.T.P.M.,Dravida Munetra Kazhagam,"2,32,395","1,48,900",64.07,41299,27.70%,
Cheranmahadevi,220,GEN,Veldurai.P.,Indian National Congress,"1,58,911","1,10,996",69.85,6032,5.40%,
Ambasamudram,221,GEN,Avudaiyappan . R.,Dravida Munetra Kazhagam,"1,62,742","1,08,069",66.41,15731,14.60%,
Nanguneri,222,GEN,Vasanthakumar. H,Indian National Congress,"1,59,393","1,04,675",65.67,20075,19.20%,
Radhapuram,223,GEN,Appavu. M.,Dravida Munetra Kazhagam,"1,73,633","1,13,589",65.42,10697,9.40%,
Sattangulam,224,GEN,Rani Venkatesan,Indian National Congress,"1,30,239","87,092",66.87,15508,17.80%,
Tiruchendur,225,GEN,Anitha R.Radhakrishnan,All India Anna Dravida Munnetra Kazhagam,"1,66,975","1,11,713",66.9,13916,12.50%,
Srivaikuntam,226,GEN,Selvaraj.D,Indian National Congress,"1,40,639","93,648",66.59,1632,1.70%,
Tuticorin,227,GEN,Geetha Jeevan.P,Dravida Munetra Kazhagam,"2,42,170","1,57,484",65.03,15323,9.70%,
Kanniyakumari,228,GEN,Suresh Rajan.N,Dravida Munetra Kazhagam,"1,76,033","1,26,225",71.71,10687,8.50%,
Nagercoil,229,GEN,Rajan.A,Dravida Munetra Kazhagam,"1,91,270","1,19,334",62.39,13745,11.50%,
Colachel,230,GEN,Jeyapaul.S,Indian National Congress,"1,74,762","1,07,866",61.72,21320,19.80%,
Padmanabhapuram,231,GEN,Theodare Reginald.T,Dravida Munetra Kazhagam,"1,55,950","97,286",62.38,31066,31.90%,
Thiruvattar,232,GEN,Leema Rose.R,Communist Party Of India (Marxist),"1,65,801","1,10,791",66.82,28050,25.30%,
Vilavancode,233,GEN,"John Joseph,g",Communist Party Of India (Marxist),"1,95,426","1,20,076",61.44,45074,37.50%,
Killiyoor,234,GEN,John Jacob.S,Indian National Congress,"1,54,732","92,456",59.75,26605,28.80%,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
